arm,instance,model,featurizer,featurizer_args,model_args,dataset,dataset_rows,cross_validation,fold,wall_s,featurize_s,fit_s,predict_s,dataset_load_s,peak_rss_mb,peak_vram_mb,epochs,device,X_shape,n_train,n_test,status,task_cost_usd,task_realtime_s,tier,model_class,compute_class,instance_family
batch_cpu,m6id.24xlarge,NearestNeighborsModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""n_neighbors"": 15}",cytotox_lna,768,random,4,1.6784560489999762,1.6725198750000345,0.0005409519999943768,0.005019101999948816,0.014395667000030699,949.092352,,,cpu,"[615, 64]",615.0,153.0,ok,0.0008569167,18.0,S,NearestNeighborsModel,cpu,m6id
batch_cpu,m6id.24xlarge,NearestNeighborsModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""n_neighbors"": 15}",cytotox_lna,768,random,0,1.9432032020000065,1.923706716999959,0.0007367619999740782,0.01809024300001738,0.014395667000030699,945.303552,,,cpu,"[615, 64]",615.0,153.0,ok,0.0008569167,18.0,S,NearestNeighborsModel,cpu,m6id
batch_cpu,m6id.24xlarge,NearestNeighborsModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""n_neighbors"": 15}",cytotox_lna,768,random,1,1.9383210459999987,1.93282093199997,0.0005032169999594771,0.00462708900005282,0.014395667000030699,948.625408,,,cpu,"[615, 64]",615.0,153.0,ok,0.0008569167,18.0,S,NearestNeighborsModel,cpu,m6id
batch_cpu,m6id.24xlarge,NearestNeighborsModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""n_neighbors"": 15}",cytotox_lna,768,random,2,2.08384670800001,2.0785278849999713,0.00048680999998396146,0.0043543020000242905,0.014395667000030699,948.862976,,,cpu,"[615, 64]",615.0,153.0,ok,0.0008569167,18.0,S,NearestNeighborsModel,cpu,m6id
batch_cpu,m6id.24xlarge,NearestNeighborsModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""n_neighbors"": 15}",cytotox_lna,768,random,3,1.6676245009999775,1.662426044999961,0.0004540909999946052,0.004396624999969845,0.014395667000030699,949.02272,,,cpu,"[615, 64]",615.0,153.0,ok,0.0008569167,18.0,S,NearestNeighborsModel,cpu,m6id
batch_cpu,m6id.24xlarge,NearestNeighborsModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""n_neighbors"": 15}",cytotox_lna,768,random,4,1.6784560489999762,1.6725198750000345,0.0005409519999943768,0.005019101999948816,0.014395667000030699,949.092352,,,cpu,"[615, 64]",615.0,153.0,ok,0.0008569167,18.0,S,NearestNeighborsModel,cpu,m6id
batch_cpu,r6id.32xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 20, ""n_estimators"": 100}",cytotox_lna,768,random,0,2.8146470929987117,2.6502701429999433,0.15229477399952884,0.011332983000102104,0.020644403999540373,946.372608,,,cpu,"[615, 64]",615.0,153.0,ok,0.001218,22.029,S,RandomForestModel,cpu,r6id
batch_cpu,r6id.32xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 20, ""n_estimators"": 100}",cytotox_lna,768,random,1,2.5867931330012652,2.4216435979997186,0.15372611899874755,0.010939003999737906,0.020644403999540373,948.011008,,,cpu,"[615, 64]",615.0,153.0,ok,0.001218,22.029,S,RandomForestModel,cpu,r6id
batch_cpu,r6id.32xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 20, ""n_estimators"": 100}",cytotox_lna,768,random,2,2.7271688519995223,2.5663403019989346,0.14847762399949715,0.011796683000284247,0.020644403999540373,948.260864,,,cpu,"[615, 64]",615.0,153.0,ok,0.001218,22.029,S,RandomForestModel,cpu,r6id
batch_cpu,r6id.32xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 20, ""n_estimators"": 100}",cytotox_lna,768,random,3,1.9977287700003217,1.9046536870009732,0.08627075699951092,0.00640663299964217,0.020644403999540373,948.289536,,,cpu,"[615, 64]",615.0,153.0,ok,0.001218,22.029,S,RandomForestModel,cpu,r6id
batch_cpu,r6id.32xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 20, ""n_estimators"": 100}",cytotox_lna,768,random,4,2.035491283999363,1.8758412440001848,0.1478889589998289,0.011397129999750177,0.020644403999540373,948.441088,,,cpu,"[615, 64]",615.0,153.0,ok,0.001218,22.029,S,RandomForestModel,cpu,r6id
batch_cpu,r6id.32xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 20, ""n_estimators"": 100}",cytotox_lna,768,random,0,2.8146470929987117,2.6502701429999433,0.15229477399952884,0.011332983000102104,0.020644403999540373,946.372608,,,cpu,"[615, 64]",615.0,153.0,ok,0.001218,22.029,S,RandomForestModel,cpu,r6id
batch_cpu,r6id.32xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 20, ""n_estimators"": 100}",cytotox_lna,768,random,1,2.5867931330012652,2.4216435979997186,0.15372611899874755,0.010939003999737906,0.020644403999540373,948.011008,,,cpu,"[615, 64]",615.0,153.0,ok,0.001218,22.029,S,RandomForestModel,cpu,r6id
batch_cpu,r6id.32xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 20, ""n_estimators"": 100}",cytotox_lna,768,random,2,2.7271688519995223,2.5663403019989346,0.14847762399949715,0.011796683000284247,0.020644403999540373,948.260864,,,cpu,"[615, 64]",615.0,153.0,ok,0.001218,22.029,S,RandomForestModel,cpu,r6id
batch_cpu,r6id.32xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 20, ""n_estimators"": 100}",cytotox_lna,768,random,3,1.9977287700003217,1.9046536870009732,0.08627075699951092,0.00640663299964217,0.020644403999540373,948.289536,,,cpu,"[615, 64]",615.0,153.0,ok,0.001218,22.029,S,RandomForestModel,cpu,r6id
batch_cpu,r6id.32xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 20, ""n_estimators"": 100}",cytotox_lna,768,random,4,2.035491283999363,1.8758412440001848,0.1478889589998289,0.011397129999750177,0.020644403999540373,948.441088,,,cpu,"[615, 64]",615.0,153.0,ok,0.001218,22.029,S,RandomForestModel,cpu,r6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,random,0,2.036327788000108,1.5891455570003927,0.4171676819996719,0.02966650300004403,0.011729392999768606,943.632384,,,cpu,"[615, 64]",615.0,153.0,ok,0.001064,16.574,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,random,1,2.0375281579999864,1.5893271580002875,0.41746715499994025,0.03043705099980798,0.011729392999768606,944.431104,,,cpu,"[615, 64]",615.0,153.0,ok,0.001064,16.574,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,random,2,2.02468640699999,1.577788332000182,0.4162393569999949,0.03040715800034377,0.011729392999768606,944.623616,,,cpu,"[615, 64]",615.0,153.0,ok,0.001064,16.574,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,random,3,2.024496296000052,1.5815380979997826,0.4134936909999851,0.0291745979998268,0.011729392999768606,944.648192,,,cpu,"[615, 64]",615.0,153.0,ok,0.001064,16.574,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,random,4,2.0183234139999513,1.572414421999838,0.41520438599991394,0.03038035800000216,0.011729392999768606,945.057792,,,cpu,"[615, 64]",615.0,153.0,ok,0.001064,16.574,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,random,0,2.036327788000108,1.5891455570003927,0.4171676819996719,0.02966650300004403,0.011729392999768606,943.632384,,,cpu,"[615, 64]",615.0,153.0,ok,0.001064,16.574,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,random,1,2.0375281579999864,1.5893271580002875,0.41746715499994025,0.03043705099980798,0.011729392999768606,944.431104,,,cpu,"[615, 64]",615.0,153.0,ok,0.001064,16.574,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,random,2,2.02468640699999,1.577788332000182,0.4162393569999949,0.03040715800034377,0.011729392999768606,944.623616,,,cpu,"[615, 64]",615.0,153.0,ok,0.001064,16.574,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,random,3,2.024496296000052,1.5815380979997826,0.4134936909999851,0.0291745979998268,0.011729392999768606,944.648192,,,cpu,"[615, 64]",615.0,153.0,ok,0.001064,16.574,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,random,4,2.0183234139999513,1.572414421999838,0.41520438599991394,0.03038035800000216,0.011729392999768606,945.057792,,,cpu,"[615, 64]",615.0,153.0,ok,0.001064,16.574,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 30, ""n_estimators"": 1000}",cytotox_lna,768,nucleobase,0,5.738759457000015,1.9598284990001957,2.6865488939997704,0.11305117399979281,0.011807953000243288,1013.694464,,,cpu,"[704, 128]",704.0,64.0,ok,0.0022399999,33.156,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 30, ""n_estimators"": 1000}",cytotox_lna,768,nucleobase,1,4.9378028569999515,1.7418589620001512,2.1403200079998896,0.1026837979998163,0.011807953000243288,1014.575104,,,cpu,"[480, 128]",480.0,288.0,ok,0.0022399999,33.156,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 30, ""n_estimators"": 1000}",cytotox_lna,768,nucleobase,2,5.834281449000173,1.9824913060001563,2.766012802000205,0.11615242200014109,0.011807953000243288,1014.890496,,,cpu,"[704, 128]",704.0,64.0,ok,0.0022399999,33.156,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 30, ""n_estimators"": 1000}",cytotox_lna,768,nucleobase,3,4.687615198999993,1.8164589130001332,1.7920008410001174,0.0944635969999581,0.011807953000243288,1015.083008,,,cpu,"[448, 128]",448.0,320.0,ok,0.0022399999,33.156,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 30, ""n_estimators"": 1000}",cytotox_lna,768,nucleobase,4,5.034126810000089,1.7673115640000105,2.2030494279997583,0.10538572099994781,0.011807953000243288,1015.083008,,,cpu,"[480, 128]",480.0,288.0,ok,0.0022399999,33.156,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 30, ""n_estimators"": 1000}",cytotox_lna,768,nucleobase,0,5.738759457000015,1.9598284990001957,2.6865488939997704,0.11305117399979281,0.011807953000243288,1013.694464,,,cpu,"[704, 128]",704.0,64.0,ok,0.0022399999,33.156,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 30, ""n_estimators"": 1000}",cytotox_lna,768,nucleobase,1,4.9378028569999515,1.7418589620001512,2.1403200079998896,0.1026837979998163,0.011807953000243288,1014.575104,,,cpu,"[480, 128]",480.0,288.0,ok,0.0022399999,33.156,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 30, ""n_estimators"": 1000}",cytotox_lna,768,nucleobase,2,5.834281449000173,1.9824913060001563,2.766012802000205,0.11615242200014109,0.011807953000243288,1014.890496,,,cpu,"[704, 128]",704.0,64.0,ok,0.0022399999,33.156,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 30, ""n_estimators"": 1000}",cytotox_lna,768,nucleobase,3,4.687615198999993,1.8164589130001332,1.7920008410001174,0.0944635969999581,0.011807953000243288,1015.083008,,,cpu,"[448, 128]",448.0,320.0,ok,0.0022399999,33.156,S,RandomForestModel,cpu,c6id
batch_cpu,c6id.24xlarge,RandomForestModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 30, ""n_estimators"": 1000}",cytotox_lna,768,nucleobase,4,5.034126810000089,1.7673115640000105,2.2030494279997583,0.10538572099994781,0.011807953000243288,1015.083008,,,cpu,"[480, 128]",480.0,288.0,ok,0.0022399999,33.156,S,RandomForestModel,cpu,c6id
batch_cpu,r6id.32xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 100}",cytotox_lna,768,random,0,2.4227032150010928,2.3930123160007497,0.02678392899906612,0.0024158550004358403,0.01717984100105241,951.300096,,,cpu,"[615, 64]",615.0,153.0,ok,0.00126,22.302,S,XGBoostModel,cpu,r6id
batch_cpu,r6id.32xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 100}",cytotox_lna,768,random,1,2.6433752399989316,2.6169183990004967,0.023852504000387853,0.002116301000569365,0.01717984100105241,953.475072,,,cpu,"[615, 64]",615.0,153.0,ok,0.00126,22.302,S,XGBoostModel,cpu,r6id
batch_cpu,r6id.32xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 100}",cytotox_lna,768,random,2,2.0273456020004232,2.0105555549998826,0.01490040199860232,0.0014425950012082467,0.01717984100105241,953.991168,,,cpu,"[615, 64]",615.0,153.0,ok,0.00126,22.302,S,XGBoostModel,cpu,r6id
batch_cpu,r6id.32xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 100}",cytotox_lna,768,random,3,1.9105221740010165,1.8786144490004517,0.029309196001122473,0.002239800998722785,0.01717984100105241,954.0608,,,cpu,"[615, 64]",615.0,153.0,ok,0.00126,22.302,S,XGBoostModel,cpu,r6id
batch_cpu,r6id.32xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 100}",cytotox_lna,768,random,4,2.560628621999058,2.529123456999514,0.028700646000288543,0.002248672000860097,0.01717984100105241,954.216448,,,cpu,"[615, 64]",615.0,153.0,ok,0.00126,22.302,S,XGBoostModel,cpu,r6id
batch_cpu,r6id.32xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 100}",cytotox_lna,768,random,0,2.4227032150010928,2.3930123160007497,0.02678392899906612,0.0024158550004358403,0.01717984100105241,951.300096,,,cpu,"[615, 64]",615.0,153.0,ok,0.00126,22.302,S,XGBoostModel,cpu,r6id
batch_cpu,r6id.32xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 100}",cytotox_lna,768,random,1,2.6433752399989316,2.6169183990004967,0.023852504000387853,0.002116301000569365,0.01717984100105241,953.475072,,,cpu,"[615, 64]",615.0,153.0,ok,0.00126,22.302,S,XGBoostModel,cpu,r6id
batch_cpu,r6id.32xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 100}",cytotox_lna,768,random,2,2.0273456020004232,2.0105555549998826,0.01490040199860232,0.0014425950012082467,0.01717984100105241,953.991168,,,cpu,"[615, 64]",615.0,153.0,ok,0.00126,22.302,S,XGBoostModel,cpu,r6id
batch_cpu,r6id.32xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 100}",cytotox_lna,768,random,3,1.9105221740010165,1.8786144490004517,0.029309196001122473,0.002239800998722785,0.01717984100105241,954.0608,,,cpu,"[615, 64]",615.0,153.0,ok,0.00126,22.302,S,XGBoostModel,cpu,r6id
batch_cpu,r6id.32xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 100}",cytotox_lna,768,random,4,2.560628621999058,2.529123456999514,0.028700646000288543,0.002248672000860097,0.01717984100105241,954.216448,,,cpu,"[615, 64]",615.0,153.0,ok,0.00126,22.302,S,XGBoostModel,cpu,r6id
batch_cpu,m6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,nucleobase,0,3.790619692000007,2.6545856699999604,0.0768500670000094,0.002143558000000212,0.013708468999993784,952.369152,,,cpu,"[704, 64]",704.0,64.0,ok,0.0012194583,23.516,S,XGBoostModel,cpu,m6id
batch_cpu,m6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,nucleobase,1,2.960352415999978,1.6536067719999892,0.04848718199997393,0.0020429270000477118,0.013708468999993784,958.930944,,,cpu,"[480, 64]",480.0,288.0,ok,0.0012194583,23.516,S,XGBoostModel,cpu,m6id
batch_cpu,m6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,nucleobase,2,3.074828986,1.9727141189999884,0.050108141999999134,0.0020838860000367276,0.013708468999993784,959.025152,,,cpu,"[704, 64]",704.0,64.0,ok,0.0012194583,23.516,S,XGBoostModel,cpu,m6id
batch_cpu,m6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,nucleobase,3,2.8052183959999866,1.6573216150000007,0.050790642999970714,0.00205885500002978,0.013708468999993784,959.107072,,,cpu,"[448, 64]",448.0,320.0,ok,0.0012194583,23.516,S,XGBoostModel,cpu,m6id
batch_cpu,m6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,nucleobase,4,2.8914521100000456,1.6989383719999864,0.05290481600002295,0.0020130049999806943,0.013708468999993784,959.11936,,,cpu,"[480, 64]",480.0,288.0,ok,0.0012194583,23.516,S,XGBoostModel,cpu,m6id
batch_cpu,m6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,nucleobase,0,3.790619692000007,2.6545856699999604,0.0768500670000094,0.002143558000000212,0.013708468999993784,952.369152,,,cpu,"[704, 64]",704.0,64.0,ok,0.0012194583,23.516,S,XGBoostModel,cpu,m6id
batch_cpu,m6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,nucleobase,1,2.960352415999978,1.6536067719999892,0.04848718199997393,0.0020429270000477118,0.013708468999993784,958.930944,,,cpu,"[480, 64]",480.0,288.0,ok,0.0012194583,23.516,S,XGBoostModel,cpu,m6id
batch_cpu,m6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,nucleobase,2,3.074828986,1.9727141189999884,0.050108141999999134,0.0020838860000367276,0.013708468999993784,959.025152,,,cpu,"[704, 64]",704.0,64.0,ok,0.0012194583,23.516,S,XGBoostModel,cpu,m6id
batch_cpu,m6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,nucleobase,3,2.8052183959999866,1.6573216150000007,0.050790642999970714,0.00205885500002978,0.013708468999993784,959.107072,,,cpu,"[448, 64]",448.0,320.0,ok,0.0012194583,23.516,S,XGBoostModel,cpu,m6id
batch_cpu,m6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base""]}","{""max_depth"": 30, ""n_estimators"": 500}",cytotox_lna,768,nucleobase,4,2.8914521100000456,1.6989383719999864,0.05290481600002295,0.0020130049999806943,0.013708468999993784,959.11936,,,cpu,"[480, 64]",480.0,288.0,ok,0.0012194583,23.516,S,XGBoostModel,cpu,m6id
batch_cpu,m6id.24xlarge,LinearModel,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""type"": ""ridge""}",siRNA1,2431,nucleobase,0,11.295505300000002,5.486055273999966,0.005856230000006235,0.003030350000017279,0.07947060599997258,975.130624,,,cpu,"[1777, 146]",1777.0,654.0,ok,0.00217525,53.651,M,LinearModel,cpu,m6id
batch_cpu,m6id.24xlarge,LinearModel,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""type"": ""ridge""}",siRNA1,2431,nucleobase,1,9.422765587999947,4.341994031000013,0.0034897249999517044,0.001098194999997304,0.07947060599997258,979.001344,,,cpu,"[1923, 146]",1923.0,508.0,ok,0.00217525,53.651,M,LinearModel,cpu,m6id
batch_cpu,m6id.24xlarge,LinearModel,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""type"": ""ridge""}",siRNA1,2431,nucleobase,2,8.617481538999982,4.329731614000025,0.003989239000020461,0.000957252000034714,0.07947060599997258,979.238912,,,cpu,"[2011, 146]",2011.0,420.0,ok,0.00217525,53.651,M,LinearModel,cpu,m6id
batch_cpu,m6id.24xlarge,LinearModel,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""type"": ""ridge""}",siRNA1,2431,nucleobase,3,8.56702386400002,4.397653434000006,0.0036212219999924855,0.0010909879999871919,0.07947060599997258,979.304448,,,cpu,"[1914, 146]",1914.0,517.0,ok,0.00217525,53.651,M,LinearModel,cpu,m6id
batch_cpu,m6id.24xlarge,LinearModel,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""type"": ""ridge""}",siRNA1,2431,nucleobase,4,8.651168331999997,4.335436648999973,0.003391718999978366,0.0010100839999722666,0.07947060599997258,979.304448,,,cpu,"[1902, 146]",1902.0,529.0,ok,0.00217525,53.651,M,LinearModel,cpu,m6id
batch_cpu,m6id.24xlarge,LinearModel,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""type"": ""ridge""}",siRNA1,2431,nucleobase,0,11.295505300000002,5.486055273999966,0.005856230000006235,0.003030350000017279,0.07947060599997258,975.130624,,,cpu,"[1777, 146]",1777.0,654.0,ok,0.00217525,53.651,M,LinearModel,cpu,m6id
batch_cpu,m6id.24xlarge,LinearModel,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""type"": ""ridge""}",siRNA1,2431,nucleobase,1,9.422765587999947,4.341994031000013,0.0034897249999517044,0.001098194999997304,0.07947060599997258,979.001344,,,cpu,"[1923, 146]",1923.0,508.0,ok,0.00217525,53.651,M,LinearModel,cpu,m6id
batch_cpu,m6id.24xlarge,LinearModel,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""type"": ""ridge""}",siRNA1,2431,nucleobase,2,8.617481538999982,4.329731614000025,0.003989239000020461,0.000957252000034714,0.07947060599997258,979.238912,,,cpu,"[2011, 146]",2011.0,420.0,ok,0.00217525,53.651,M,LinearModel,cpu,m6id
batch_cpu,m6id.24xlarge,LinearModel,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""type"": ""ridge""}",siRNA1,2431,nucleobase,3,8.56702386400002,4.397653434000006,0.0036212219999924855,0.0010909879999871919,0.07947060599997258,979.304448,,,cpu,"[1914, 146]",1914.0,517.0,ok,0.00217525,53.651,M,LinearModel,cpu,m6id
batch_cpu,m6id.24xlarge,LinearModel,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""type"": ""ridge""}",siRNA1,2431,nucleobase,4,8.651168331999997,4.335436648999973,0.003391718999978366,0.0010100839999722666,0.07947060599997258,979.304448,,,cpu,"[1902, 146]",1902.0,529.0,ok,0.00217525,53.651,M,LinearModel,cpu,m6id
batch_cpu,c6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 20, ""n_estimators"": 1000}",cytotox_lna,768,random,0,2.1617749980000553,1.9561762660000568,0.20001039399994625,0.005209512999954313,0.01176917999964644,966.156288,,,cpu,"[615, 128]",615.0,153.0,ok,0.000952,17.139,S,XGBoostModel,cpu,c6id
batch_cpu,c6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 20, ""n_estimators"": 1000}",cytotox_lna,768,random,1,2.139348754999901,1.9584987990001537,0.17629364200001874,0.004187332000128663,0.01176917999964644,967.573504,,,cpu,"[615, 128]",615.0,153.0,ok,0.000952,17.139,S,XGBoostModel,cpu,c6id
batch_cpu,c6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 20, ""n_estimators"": 1000}",cytotox_lna,768,random,2,2.105584003000331,1.9288772669997343,0.17232142200009548,0.004060993000166491,0.01176917999964644,967.80288,,,cpu,"[615, 128]",615.0,153.0,ok,0.000952,17.139,S,XGBoostModel,cpu,c6id
batch_cpu,c6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 20, ""n_estimators"": 1000}",cytotox_lna,768,random,3,2.0747410480003055,1.897302191000108,0.17293546599967158,0.004153995000251598,0.01176917999964644,968.077312,,,cpu,"[615, 128]",615.0,153.0,ok,0.000952,17.139,S,XGBoostModel,cpu,c6id
batch_cpu,c6id.24xlarge,XGBoostModel,OneHotEncoder,"{""encode_components"": [""base"", ""sugar"", ""phosphate""]}","{""max_depth"": 20, ""n_estimators"": 1000}",cytotox_lna,768,random,4,2.0829275230003077,1.899246537000181,0.1794978739999351,0.00387261000014405,0.01176917999964644,968.077312,,,cpu,"[615, 128]",615.0,153.0,ok,0.000952,17.139,S,XGBoostModel,cpu,c6id
